epoch,step,train_acc,train_loss,val_src_acc,val_src_loss,val_tgt_acc,val_tgt_loss
45,1103,,,0.7772902846336365,0.6744980216026306,0.8446163535118103,0.6681650876998901
45,1103,0.7100078463554382,0.739020049571991,,,,
46,1127,,,0.7936645746231079,0.6678606867790222,0.8335282802581787,0.650367021560669
46,1127,0.6991296410560608,0.7387009263038635,,,,
47,1151,,,0.807007372379303,0.6679272651672363,0.8593034148216248,0.6681270599365234
47,1151,0.7022554278373718,0.7363371253013611,,,,
48,1175,,,0.8029177784919739,0.6597979068756104,0.7974674701690674,0.6503755450248718
48,1175,0.723231315612793,0.7213759422302246,,,,
49,1199,,,0.7890616655349731,0.6537126898765564,0.866044282913208,0.643487811088562
49,1199,0.7092687487602234,0.7132294178009033,,,,
50,1223,,,0.8001434803009033,0.646403431892395,0.857326090335846,0.6577577590942383
50,1223,0.7184236645698547,0.7182286381721497,,,,
51,1247,,,0.7849599123001099,0.6539367437362671,0.8058327436447144,0.7302658557891846
51,1247,0.7313137054443359,0.7069298624992371,,,,
52,1271,,,0.7946367859840393,0.6351536512374878,0.8398755788803101,0.6594440340995789
52,1271,0.7100586295127869,0.7074900269508362,,,,
53,1295,,,0.7917431592941284,0.6376817226409912,0.8314353227615356,0.6537328958511353
53,1295,0.7171828150749207,0.6985566020011902,,,,
54,1319,,,0.8059642910957336,0.6329802870750427,0.8277760148048401,0.6482118964195251
54,1319,0.7090024948120117,0.7006697058677673,,,,
55,1343,,,0.8034100532531738,0.6208901405334473,0.8496014475822449,0.6307446360588074
55,1343,0.7253509163856506,0.6800885796546936,,,,
56,1367,,,0.8196063041687012,0.6208198070526123,0.8251020908355713,0.6553870439529419
56,1367,0.7061560153961182,0.6944959759712219,,,,
57,1391,,,0.8235275149345398,0.607326328754425,0.8531880974769592,0.6439958810806274
57,1391,0.728114902973175,0.6696324348449707,,,,
58,1415,,,0.8231691122055054,0.6138392090797424,0.8392614722251892,0.6406278014183044
58,1415,0.7309572100639343,0.6728124618530273,,,,
59,1439,,,0.7923460006713867,0.6119421720504761,0.8447846174240112,0.641059935092926
59,1439,0.7310965657234192,0.665553629398346,,,,
60,1463,,,0.7908813953399658,0.6058372259140015,0.8578976988792419,0.6293747425079346
60,1463,0.6971624493598938,0.6811909079551697,,,,
61,1487,,,0.8046303987503052,0.6010780930519104,0.834479033946991,0.6280223727226257
61,1487,0.722500741481781,0.6705648303031921,,,,
62,1511,,,0.8192723989486694,0.5955469012260437,0.8210875391960144,0.6308728456497192
62,1511,0.7274011969566345,0.644095242023468,,,,
63,1535,,,0.8063986301422119,0.5895814299583435,0.864654004573822,0.627988874912262
63,1535,0.7156665921211243,0.6651042103767395,,,,
64,1559,,,0.8202178478240967,0.589980959892273,0.7938165664672852,0.6993939876556396
64,1559,0.723964512348175,0.6513246297836304,,,,
65,1583,,,0.8120583891868591,0.5797825455665588,0.8534175157546997,0.612389087677002
65,1583,0.704373300075531,0.6412730813026428,,,,
66,1607,,,0.8098053336143494,0.5753288269042969,0.8231756687164307,0.6536058783531189
66,1607,0.7332315444946289,0.6372672915458679,,,,
67,1631,,,0.8043969869613647,0.5672488212585449,0.8436320424079895,0.6227913498878479
67,1631,0.7502617239952087,0.6115543842315674,,,,
68,1655,,,0.8188076019287109,0.5721138715744019,0.842749297618866,0.6453965902328491
68,1655,0.7234882712364197,0.6264203786849976,,,,
69,1679,,,0.7905034422874451,0.5699270963668823,0.8421375155448914,0.6244540810585022
69,1679,0.6999035477638245,0.6524379849433899,,,,
70,1703,,,0.801924467086792,0.5629504919052124,0.8471656441688538,0.6361222267150879
70,1703,0.748039186000824,0.633953869342804,,,,
71,1727,,,0.802177369594574,0.5563380122184753,0.8556524515151978,0.6041745543479919
71,1727,0.7095603942871094,0.6349024176597595,,,,
72,1751,,,0.8022207021713257,0.5592023730278015,0.8252930641174316,0.6190681457519531
72,1751,0.733501136302948,0.6110747456550598,,,,
73,1775,,,0.8186852931976318,0.5533890724182129,0.8364436626434326,0.6256216168403625
73,1775,0.7384228110313416,0.6094179749488831,,,,
74,1799,,,0.8159282207489014,0.5469408631324768,0.8000491261482239,0.6717170476913452
74,1799,0.7329456210136414,0.606762707233429,,,,
75,1823,,,0.8129457831382751,0.5464397668838501,0.848025918006897,0.6225812435150146
75,1823,0.7325196862220764,0.6292555928230286,,,,
76,1847,,,0.7948265075683594,0.5525005459785461,0.82246994972229,0.636522650718689
76,1847,0.7247874140739441,0.6147469878196716,,,,
77,1871,,,0.8036795258522034,0.5426003932952881,0.8566386103630066,0.6002759337425232
77,1871,0.7283763289451599,0.6205843091011047,,,,
78,1895,,,0.8184773325920105,0.5389951467514038,0.8044147491455078,0.6387289762496948
78,1895,0.7520578503608704,0.599809467792511,,,,
79,1919,,,0.8322018384933472,0.5363683104515076,0.809251606464386,0.625529944896698
79,1919,0.7415101528167725,0.6002651453018188,,,,
80,1943,,,0.8238486051559448,0.5307390689849854,0.8491576313972473,0.6194031238555908
80,1943,0.7364230751991272,0.6016475558280945,,,,
81,1967,,,0.8539594411849976,0.5282689929008484,0.8008734583854675,0.6636899709701538
81,1967,0.7250284552574158,0.6084644794464111,,,,
82,1991,,,0.8336678147315979,0.5263863801956177,0.8399379253387451,0.6074568033218384
82,1991,0.7288596630096436,0.5876902937889099,,,,
83,2015,,,0.8214619159698486,0.5203209519386292,0.7724464535713196,0.6678444147109985
83,2015,0.7344748973846436,0.6113784909248352,,,,
84,2039,,,0.8376576900482178,0.5174564123153687,0.8229560852050781,0.6200480461120605
84,2039,0.7458317875862122,0.5697121024131775,,,,
85,2063,,,0.8304870128631592,0.5159925818443298,0.8394427299499512,0.5922260880470276
85,2063,0.7276142239570618,0.5906009674072266,,,,
86,2087,,,0.8462852239608765,0.5073221325874329,0.8334692120552063,0.6164355874061584
86,2087,0.7410433888435364,0.5754929184913635,,,,
87,2111,,,0.8364578485488892,0.5031887292861938,0.839182436466217,0.5859929323196411
87,2111,0.7363426089286804,0.5749935507774353,,,,
88,2135,,,0.8469051718711853,0.502951443195343,0.8078963160514832,0.6558893918991089
88,2135,0.7440897822380066,0.5643883347511292,,,,
89,2159,,,0.8357622623443604,0.49800392985343933,0.857443630695343,0.5789745450019836
89,2159,0.7655122876167297,0.5520724654197693,,,,
90,2183,,,0.8247433304786682,0.49869105219841003,0.8527686595916748,0.6022063493728638
90,2183,0.7396609783172607,0.5871445536613464,,,,
91,2207,,,0.8289330005645752,0.49170634150505066,0.8270100951194763,0.5863952040672302
91,2207,0.7580125331878662,0.5533934235572815,,,,
92,2231,,,0.8668188452720642,0.48553499579429626,0.8354266881942749,0.6104918718338013
92,2231,0.7593143582344055,0.5624859929084778,,,,
93,2255,,,0.8491827249526978,0.4829481244087219,0.7864682674407959,0.6549307107925415
93,2255,0.7513054013252258,0.5850107669830322,,,,
94,2279,,,0.8556654453277588,0.4809421896934509,0.8524498343467712,0.6073555946350098
94,2279,0.7534501552581787,0.5809842348098755,,,,
95,2303,,,0.859809935092926,0.4798281192779541,0.8182355165481567,0.6328161358833313
95,2303,0.759571373462677,0.5312787294387817,,,,
96,2327,,,0.8533022999763489,0.4817482829093933,0.8646958470344543,0.5631915926933289
96,2327,0.7631807923316956,0.5741872191429138,,,,
97,2351,,,0.8621507883071899,0.46631738543510437,0.8114697933197021,0.6362572312355042
97,2351,0.7764120101928711,0.5324754118919373,,,,
98,2375,,,0.8819369077682495,0.45863839983940125,0.8392302393913269,0.5728006958961487
98,2375,0.7459074854850769,0.5313910841941833,,,,
99,2399,,,0.8696998953819275,0.45813339948654175,0.8069313764572144,0.6309823989868164
99,2399,0.7496419548988342,0.5509104132652283,,,,
100,2423,,,0.8741929531097412,0.4575364589691162,0.8443036079406738,0.6018449068069458
100,2423,0.7751908898353577,0.5400622487068176,,,,
101,2447,,,0.8893962502479553,0.45620906352996826,0.8308899402618408,0.5974423885345459
101,2447,0.7659397125244141,0.5520994663238525,,,,
102,2471,,,0.8751057386398315,0.4513622224330902,0.8421456217765808,0.5826563239097595
102,2471,0.804729700088501,0.5122116208076477,,,,
103,2495,,,0.8910371661186218,0.4505132734775543,0.8208053112030029,0.6178279519081116
103,2495,0.7716735005378723,0.5460913777351379,,,,
104,2519,,,0.9009010791778564,0.4480384886264801,0.8628562092781067,0.5802143812179565
104,2519,0.771555483341217,0.5379467606544495,,,,
105,2543,,,0.8891849517822266,0.4446382522583008,0.8100888133049011,0.6103262901306152
105,2543,0.7712678909301758,0.5273485779762268,,,,
106,2567,,,0.9050861597061157,0.4421088695526123,0.8587074279785156,0.5653076171875
106,2567,0.7566191554069519,0.5489391684532166,,,,
107,2591,,,0.9176254868507385,0.43395671248435974,0.845697283744812,0.5775130987167358
107,2591,0.7845962643623352,0.5233104825019836,,,,
108,2615,,,0.9057682752609253,0.43101802468299866,0.7981739640235901,0.6343657970428467
108,2615,0.8086865544319153,0.4918294847011566,,,,
109,2639,,,0.895039975643158,0.42960625886917114,0.8481191396713257,0.5655167102813721
109,2639,0.7913937568664551,0.5140591263771057,,,,
110,2663,,,0.9163227677345276,0.4269561767578125,0.845475435256958,0.5786037445068359
110,2663,0.7950984835624695,0.5085540413856506,,,,
111,2687,,,0.9176716208457947,0.4206501245498657,0.8643720746040344,0.5577107071876526
111,2687,0.8021747469902039,0.5071730017662048,,,,
112,2711,,,0.9062647223472595,0.4190199375152588,0.802841305732727,0.5955443978309631
112,2711,0.8211806416511536,0.4763987362384796,,,,
113,2735,,,0.8933351039886475,0.4165525734424591,0.7986088991165161,0.6133366823196411
113,2735,0.802246630191803,0.497624009847641,,,,
114,2759,,,0.8921067714691162,0.41420790553092957,0.8725258111953735,0.5404000878334045
114,2759,0.7990357279777527,0.4871172606945038,,,,
115,2783,,,0.913396418094635,0.4047536849975586,0.8485475778579712,0.5568563342094421
115,2783,0.7956688404083252,0.48591840267181396,,,,
116,2807,,,0.9080485105514526,0.4031447470188141,0.757519006729126,0.6361232995986938
116,2807,0.8244006037712097,0.4633919298648834,,,,
117,2831,,,0.9103582501411438,0.4005606472492218,0.8217282295227051,0.6045240163803101
117,2831,0.7965462803840637,0.47512200474739075,,,,
118,2855,,,0.9210960268974304,0.3887740969657898,0.8508293628692627,0.5604259967803955
118,2855,0.7721371054649353,0.5154059529304504,,,,
119,2879,,,0.9252610802650452,0.3913648724555969,0.7904734015464783,0.6038724184036255
119,2879,0.790708065032959,0.49819281697273254,,,,
120,2903,,,0.9357624650001526,0.386851966381073,0.842216968536377,0.5854211449623108
120,2903,0.8220463395118713,0.47058072686195374,,,,
121,2927,,,0.940438985824585,0.3791176378726959,0.8146706819534302,0.6117841601371765
121,2927,0.7966226935386658,0.48147547245025635,,,,
122,2951,,,0.9285997748374939,0.3832121193408966,0.8171671628952026,0.6191999316215515
122,2951,0.8164709210395813,0.47853603959083557,,,,
123,2975,,,0.9305526614189148,0.3712693452835083,0.827979326248169,0.5737701654434204
123,2975,0.8341616988182068,0.45410728454589844,,,,
124,2999,,,0.9360069036483765,0.37395936250686646,0.834654688835144,0.5771387815475464
124,2999,0.8151137232780457,0.4679027795791626,,,,
125,3023,,,0.9353728890419006,0.3665026128292084,0.8852440118789673,0.540250301361084
125,3023,0.7970797419548035,0.47930213809013367,,,,
126,3047,,,0.9177869558334351,0.3702070713043213,0.8248301148414612,0.5811926126480103
126,3047,0.8312674164772034,0.45262789726257324,,,,
127,3071,,,0.9272150993347168,0.37321802973747253,0.7861021161079407,0.620131254196167
127,3071,0.8189017176628113,0.45577073097229004,,,,
128,3095,,,0.9246341586112976,0.37072473764419556,0.8575685620307922,0.5379540920257568
128,3095,0.8191275596618652,0.45407834649086,,,,
129,3119,,,0.9242823123931885,0.3602744936943054,0.8583347201347351,0.5554360747337341
129,3119,0.8243581652641296,0.4407157599925995,,,,
130,3143,,,0.9232578277587891,0.36344945430755615,0.8263375163078308,0.6002568006515503
130,3143,0.8189358711242676,0.46650341153144836,,,,
131,3167,,,0.9331920742988586,0.3591828942298889,0.8037859797477722,0.5907770395278931
131,3167,0.8338976502418518,0.4407777488231659,,,,
132,3191,,,0.9324914216995239,0.35327810049057007,0.833911120891571,0.6090208292007446
132,3191,0.8300179839134216,0.43817535042762756,,,,
133,3215,,,0.9437496662139893,0.35947170853614807,0.7826839089393616,0.6100603342056274
133,3215,0.8079182505607605,0.448252409696579,,,,
134,3239,,,0.9353827834129333,0.35352379083633423,0.8576226830482483,0.5752946734428406
134,3239,0.8278202414512634,0.4598320722579956,,,,
135,3263,,,0.9356485605239868,0.3493189811706543,0.805138349533081,0.5934762358665466
135,3263,0.830208957195282,0.4501288831233978,,,,
136,3287,,,0.9273812770843506,0.3423084318637848,0.8211524486541748,0.6043950319290161
136,3287,0.8358650803565979,0.4399966895580292,,,,
137,3311,,,0.9429553747177124,0.33892685174942017,0.8031660914421082,0.6395288109779358
137,3311,0.8318045139312744,0.4369352161884308,,,,
138,3335,,,0.9281091690063477,0.3314848840236664,0.8208081126213074,0.5937274098396301
138,3335,0.8459429740905762,0.4220763146877289,,,,
139,3359,,,0.9451549649238586,0.33696767687797546,0.8185904622077942,0.5951583385467529
139,3359,0.8385811448097229,0.4382799565792084,,,,
140,3383,,,0.943261444568634,0.3329940140247345,0.7864567637443542,0.6291837096214294
140,3383,0.8329256176948547,0.41818979382514954,,,,
141,3407,,,0.927890956401825,0.3378228545188904,0.8169711232185364,0.5899684429168701
141,3407,0.8531139492988586,0.4053173363208771,,,,
142,3431,,,0.947687566280365,0.32922473549842834,0.836724042892456,0.5898418426513672
142,3431,0.8325791358947754,0.43881261348724365,,,,
143,3455,,,0.9509390592575073,0.32608354091644287,0.8655602931976318,0.5522475242614746
143,3455,0.8420705199241638,0.4273141920566559,,,,
144,3479,,,0.9239407181739807,0.3322887420654297,0.857733428478241,0.5736991763114929
144,3479,0.8464865684509277,0.42448553442955017,,,,
145,3503,,,0.9346116185188293,0.3238145112991333,0.8624847531318665,0.5757893323898315
145,3503,0.8411008715629578,0.4269998371601105,,,,
146,3527,,,0.9281997680664062,0.32704153656959534,0.7711013555526733,0.6630113124847412
146,3527,0.851128101348877,0.4244253933429718,,,,
147,3551,,,0.954850971698761,0.30673307180404663,0.8092725276947021,0.6063202023506165
147,3551,0.8692631125450134,0.40590667724609375,,,,
148,3575,,,0.9389817118644714,0.32518458366394043,0.8146783113479614,0.6097028255462646
148,3575,0.8590585589408875,0.41450342535972595,,,,
149,3599,,,0.9316748976707458,0.31495165824890137,0.845552921295166,0.5731458067893982
149,3599,0.8504552841186523,0.39005735516548157,,,,
150,3623,,,0.9468322396278381,0.3082547187805176,0.8353562355041504,0.5730000734329224
150,3623,0.8555935025215149,0.4047377109527588,,,,
151,3647,,,0.9394235014915466,0.30318912863731384,0.7920980453491211,0.6633053421974182
151,3647,0.8498714566230774,0.39990362524986267,,,,
152,3671,,,0.9307170510292053,0.3139648139476776,0.8345429301261902,0.5594030618667603
152,3671,0.8544092774391174,0.37908828258514404,,,,
153,3695,,,0.9462794661521912,0.30154669284820557,0.785142183303833,0.6256844401359558
153,3695,0.8314467072486877,0.39788779616355896,,,,
154,3719,,,0.9508510231971741,0.2915169596672058,0.7929826974868774,0.6642550230026245
154,3719,0.8381373882293701,0.3873593807220459,,,,
155,3743,,,0.9462851285934448,0.2984238564968109,0.8558685779571533,0.5757015347480774
155,3743,0.8442459106445312,0.3946986496448517,,,,
156,3767,,,0.9508960843086243,0.29906314611434937,0.8494993448257446,0.5794023275375366
156,3767,0.8285088539123535,0.4252108037471771,,,,
157,3791,,,0.9496331810951233,0.2989896833896637,0.8066713213920593,0.6394467353820801
157,3791,0.861646831035614,0.384785920381546,,,,
158,3815,,,0.9471891522407532,0.29755738377571106,0.875652015209198,0.5422812104225159
158,3815,0.8608987331390381,0.3930729925632477,,,,
159,3839,,,0.9509753584861755,0.29020431637763977,0.7901775240898132,0.6397472620010376
159,3839,0.8511643409729004,0.41716599464416504,,,,
160,3863,,,0.9470040202140808,0.2877426743507385,0.8377186059951782,0.6132077574729919
160,3863,0.8463305830955505,0.41109731793403625,,,,
161,3887,,,0.939360499382019,0.2918376326560974,0.8308896422386169,0.5915355086326599
161,3887,0.8679373264312744,0.38778236508369446,,,,
162,3911,,,0.9385409355163574,0.2940788269042969,0.8666272759437561,0.5662456154823303
162,3911,0.8703241944313049,0.3908267319202423,,,,
163,3935,,,0.9548472166061401,0.2824728786945343,0.8843865990638733,0.5820956230163574
163,3935,0.8555635809898376,0.3859981596469879,,,,
164,3959,,,0.9505424499511719,0.28208887577056885,0.8192310333251953,0.6425992250442505
164,3959,0.8475597500801086,0.3807651698589325,,,,
165,3983,,,0.9461397528648376,0.2805289924144745,0.776553213596344,0.6828773021697998
165,3983,0.8469547629356384,0.4043475389480591,,,,
166,4007,,,0.9475658535957336,0.27699199318885803,0.8250479698181152,0.6389532089233398
166,4007,0.8808901906013489,0.36388739943504333,,,,
167,4031,,,0.9510447382926941,0.2723783254623413,0.861885130405426,0.5722780227661133
167,4031,0.8498266339302063,0.389855295419693,,,,
168,4055,,,0.9501913785934448,0.2786228656768799,0.856916069984436,0.589706540107727
168,4055,0.8661527633666992,0.3752932548522949,,,,
169,4079,,,0.950353741645813,0.27861708402633667,0.8584268093109131,0.5903216004371643
169,4079,0.871120035648346,0.3711705505847931,,,,
170,4103,,,0.9585860371589661,0.2719596326351166,0.8207080364227295,0.5870350003242493
170,4103,0.8540262579917908,0.4072684049606323,,,,
171,4127,,,0.9431117177009583,0.26828837394714355,0.8386309742927551,0.5827341079711914
171,4127,0.8797327876091003,0.35451969504356384,,,,
172,4151,,,0.9503368735313416,0.2723786532878876,0.8666186928749084,0.544038712978363
172,4151,0.8677549362182617,0.359081894159317,,,,
173,4175,,,0.9441748857498169,0.26394832134246826,0.8156434893608093,0.6355701684951782
173,4175,0.8516595363616943,0.3691079914569855,,,,
174,4199,,,0.9510313272476196,0.267398864030838,0.7714613676071167,0.6754231452941895
174,4199,0.8542292714118958,0.389665812253952,,,,
175,4223,,,0.9314332604408264,0.2764575779438019,0.8302765488624573,0.6454623937606812
175,4223,0.8446653485298157,0.3833526372909546,,,,
176,4247,,,0.9511398077011108,0.2692843973636627,0.8195753693580627,0.6444937586784363
176,4247,0.8551805019378662,0.3850460350513458,,,,
177,4271,,,0.9664089679718018,0.25673770904541016,0.8268016576766968,0.6351985335350037
177,4271,0.8564328551292419,0.38304373621940613,,,,
178,4295,,,0.946340024471283,0.26257070899009705,0.7750409841537476,0.6697313785552979
178,4295,0.861424446105957,0.37359705567359924,,,,
179,4319,,,0.961809515953064,0.2598119378089905,0.7983461618423462,0.6454939842224121
179,4319,0.8522047996520996,0.36744341254234314,,,,
180,4343,,,0.9547812342643738,0.25750935077667236,0.8486519455909729,0.6159555315971375
180,4343,0.8600581288337708,0.3867354094982147,,,,
181,4367,,,0.9581736326217651,0.2593359351158142,0.8150643110275269,0.6396406888961792
181,4367,0.8505482077598572,0.38905397057533264,,,,
182,4391,,,0.9501441717147827,0.26475790143013,0.8043693900108337,0.658018171787262
182,4391,0.8740808367729187,0.34576210379600525,,,,
183,4415,,,0.9541093111038208,0.2603725790977478,0.8635527491569519,0.5970461964607239
183,4415,0.8528173565864563,0.37663212418556213,,,,
184,4439,,,0.9586536884307861,0.26665380597114563,0.8861684203147888,0.5865801572799683
184,4439,0.8689132332801819,0.35503485798835754,,,,
185,4463,,,0.9501441717147827,0.25964322686195374,0.8746168613433838,0.5978214144706726
185,4463,0.8674326539039612,0.3583117425441742,,,,
186,4487,,,0.9589523077011108,0.25797900557518005,0.8636992573738098,0.5959769487380981
186,4487,0.8718421459197998,0.3610590398311615,,,,
187,4511,,,0.9501441717147827,0.251959890127182,0.8574203848838806,0.6305128931999207
187,4511,0.8666608333587646,0.3579384982585907,,,,
188,4535,,,0.9623901844024658,0.24892430007457733,0.8397381901741028,0.619514524936676
188,4535,0.8540927767753601,0.3603127896785736,,,,
189,4559,,,0.9464548826217651,0.2472003996372223,0.8022069931030273,0.6847299933433533
189,4559,0.8638977408409119,0.3647420108318329,,,,
190,4583,,,0.9500908255577087,0.2561039626598358,0.8030996918678284,0.6885108947753906
190,4583,0.8645943999290466,0.3591563403606415,,,,
191,4607,,,0.9586935043334961,0.24089322984218597,0.7881117463111877,0.7167621850967407
191,4607,0.868687093257904,0.3411109149456024,,,,
192,4631,,,0.958024799823761,0.23920416831970215,0.8287081718444824,0.6511149406433105
192,4631,0.8749087452888489,0.35457953810691833,,,,
193,4655,,,0.946435809135437,0.24521099030971527,0.7776117920875549,0.7026165127754211
193,4655,0.8633277416229248,0.37102946639060974,,,,
194,4679,,,0.9589765667915344,0.23671051859855652,0.8845953941345215,0.57029789686203
194,4679,0.8766918778419495,0.3494860827922821,,,,
195,4703,,,0.9589548110961914,0.2372674196958542,0.8716446757316589,0.589937686920166
195,4703,0.8716256022453308,0.34269586205482483,,,,
196,4727,,,0.9627634882926941,0.24083128571510315,0.8229513168334961,0.6387802362442017
196,4727,0.8698388934135437,0.3540697991847992,,,,
197,4751,,,0.958682656288147,0.24380680918693542,0.780981719493866,0.7205405831336975
197,4751,0.86283278465271,0.34696558117866516,,,,
198,4775,,,0.9540504217147827,0.23594719171524048,0.7738847732543945,0.7379652857780457
198,4775,0.8840544819831848,0.3404906690120697,,,,
199,4799,,,0.9626613855361938,0.23004020750522614,0.8183780312538147,0.6211321353912354
199,4799,0.8928150534629822,0.3346817195415497,,,,
200,4823,,,0.9587494730949402,0.23044149577617645,0.8389841318130493,0.627944827079773
200,4823,0.872680127620697,0.35695016384124756,,,,
201,4847,,,0.9542086124420166,0.2563290596008301,0.8585938811302185,0.6359865665435791
