epoch,step,train_dis_loss,train_tgt_loss,val_src_acc,val_src_class_loss,val_tgt_acc,val_tgt_class_loss
46,1127,,,0.37003588676452637,1.4321092367172241,0.20948530733585358,1.4520992040634155
46,1127,1.3749886751174927,0.641890823841095,,,,
47,1151,,,0.3693180978298187,1.4434142112731934,0.21140843629837036,1.4459125995635986
47,1151,1.389864444732666,0.6306143999099731,,,,
48,1175,,,0.38280704617500305,1.442406415939331,0.22354188561439514,1.4435714483261108
48,1175,1.3789032697677612,0.6361698508262634,,,,
49,1199,,,0.3738865256309509,1.4417710304260254,0.22717329859733582,1.444612979888916
49,1199,1.3785918951034546,0.6272712349891663,,,,
50,1223,,,0.37644705176353455,1.4434717893600464,0.21527886390686035,1.4469691514968872
50,1223,1.3810888528823853,0.6338944435119629,,,,
51,1247,,,0.3800757825374603,1.4409074783325195,0.23070494830608368,1.4433404207229614
51,1247,1.3981105089187622,0.6324601769447327,,,,
52,1271,,,0.3545936942100525,1.4560096263885498,0.2189296931028366,1.4455173015594482
52,1271,1.3816455602645874,0.6317827105522156,,,,
53,1295,,,0.38337743282318115,1.4455076456069946,0.22824335098266602,1.4451874494552612
53,1295,1.389853835105896,0.6288613677024841,,,,
54,1319,,,0.3579685688018799,1.4532700777053833,0.21946650743484497,1.448133111000061
54,1319,1.3744274377822876,0.6312301754951477,,,,
55,1343,,,0.36945608258247375,1.4514938592910767,0.22366759181022644,1.4500303268432617
55,1343,1.376298427581787,0.626977264881134,,,,
56,1367,,,0.37169602513313293,1.4606506824493408,0.22538243234157562,1.448324203491211
56,1367,1.3751403093338013,0.6271331310272217,,,,
57,1391,,,0.3713041841983795,1.4434306621551514,0.21852850914001465,1.4507607221603394
57,1391,1.3838216066360474,0.6196795105934143,,,,
58,1415,,,0.36127591133117676,1.4565222263336182,0.2096077799797058,1.4542442560195923
58,1415,1.3641563653945923,0.6278409957885742,,,,
59,1439,,,0.3808346688747406,1.4543696641921997,0.23354896903038025,1.4472744464874268
59,1439,1.3829303979873657,0.6277999877929688,,,,
60,1463,,,0.39477014541625977,1.460386872291565,0.21730715036392212,1.4578121900558472
60,1463,1.3798702955245972,0.6301450133323669,,,,
61,1487,,,0.3836478590965271,1.4456983804702759,0.21896424889564514,1.4449694156646729
61,1487,1.381585717201233,0.6286643147468567,,,,
62,1511,,,0.3968246877193451,1.4501947164535522,0.24260203540325165,1.4503974914550781
62,1511,1.3776577711105347,0.626353919506073,,,,
63,1535,,,0.39708271622657776,1.4495213031768799,0.22086021304130554,1.444287657737732
63,1535,1.3496946096420288,0.640480101108551,,,,
64,1559,,,0.3827298581600189,1.4617664813995361,0.23159795999526978,1.4416592121124268
64,1559,1.3823274374008179,0.634223222732544,,,,
65,1583,,,0.37947720289230347,1.4485208988189697,0.22490255534648895,1.446679949760437
65,1583,1.3848644495010376,0.6354795098304749,,,,
66,1607,,,0.3667354881763458,1.465472936630249,0.21581491827964783,1.4566397666931152
66,1607,1.3839339017868042,0.6339792013168335,,,,
67,1631,,,0.39586642384529114,1.4608633518218994,0.2251354455947876,1.4630427360534668
67,1631,1.3781429529190063,0.624041736125946,,,,
68,1655,,,0.37740254402160645,1.4623477458953857,0.20980636775493622,1.4480972290039062
68,1655,1.3777621984481812,0.6246278285980225,,,,
69,1679,,,0.382913738489151,1.466371774673462,0.22246654331684113,1.4563648700714111
69,1679,1.3786430358886719,0.6148390173912048,,,,
70,1703,,,0.3832220733165741,1.4557361602783203,0.22628754377365112,1.4464881420135498
70,1703,1.3972125053405762,0.6256633400917053,,,,
71,1727,,,0.37874194979667664,1.4680458307266235,0.22773338854312897,1.455122709274292
71,1727,1.3934298753738403,0.6314653754234314,,,,
72,1751,,,0.37040749192237854,1.4694788455963135,0.22917774319648743,1.4550912380218506
72,1751,1.371477484703064,0.6272177696228027,,,,
73,1775,,,0.3794335424900055,1.46351158618927,0.22508904337882996,1.4626678228378296
73,1775,1.4059571027755737,0.62447190284729,,,,
74,1799,,,0.38724642992019653,1.4526536464691162,0.2285965383052826,1.4547570943832397
74,1799,1.3769398927688599,0.624493420124054,,,,
75,1823,,,0.3840179443359375,1.4596788883209229,0.23020072281360626,1.4641203880310059
75,1823,1.392372488975525,0.6213390231132507,,,,
76,1847,,,0.38600823283195496,1.4597585201263428,0.2301587611436844,1.4497275352478027
76,1847,1.3853845596313477,0.6216427683830261,,,,
77,1871,,,0.374300479888916,1.4542911052703857,0.23000118136405945,1.454925537109375
77,1871,1.3784788846969604,0.6221975684165955,,,,
78,1895,,,0.37022334337234497,1.4557671546936035,0.24329730868339539,1.4549306631088257
78,1895,1.3817964792251587,0.6229094862937927,,,,
79,1919,,,0.4046855568885803,1.4559565782546997,0.2269163429737091,1.4512686729431152
79,1919,1.3951877355575562,0.6221176385879517,,,,
80,1943,,,0.38958510756492615,1.4642314910888672,0.23465974628925323,1.4523407220840454
80,1943,1.3998526334762573,0.6215686202049255,,,,
81,1967,,,0.3941088914871216,1.4764827489852905,0.22251367568969727,1.4652231931686401
81,1967,1.3948923349380493,0.6176688075065613,,,,
82,1991,,,0.41748717427253723,1.477041482925415,0.22820010781288147,1.4602742195129395
82,1991,1.381330132484436,0.6121692061424255,,,,
83,2015,,,0.4005751609802246,1.4739514589309692,0.2456313520669937,1.4578378200531006
83,2015,1.3989596366882324,0.6152182817459106,,,,
84,2039,,,0.38751348853111267,1.4847731590270996,0.22800715267658234,1.462695598602295
84,2039,1.3966940641403198,0.6227443218231201,,,,
85,2063,,,0.3768943250179291,1.4600369930267334,0.22742240130901337,1.4675135612487793
85,2063,1.3966208696365356,0.6127033233642578,,,,
86,2087,,,0.3889736235141754,1.4717702865600586,0.24551837146282196,1.4615601301193237
86,2087,1.3884491920471191,0.6137447953224182,,,,
87,2111,,,0.39348939061164856,1.4725302457809448,0.2409578263759613,1.463465929031372
87,2111,1.400488257408142,0.6232834458351135,,,,
88,2135,,,0.39457184076309204,1.4903934001922607,0.25243425369262695,1.4700641632080078
88,2135,1.388443946838379,0.6111798882484436,,,,
89,2159,,,0.3897578716278076,1.4635156393051147,0.24541842937469482,1.4650249481201172
89,2159,1.394437313079834,0.6236714720726013,,,,
90,2183,,,0.3794918954372406,1.4748295545578003,0.24011492729187012,1.4686799049377441
90,2183,1.3980985879898071,0.6200876235961914,,,,
91,2207,,,0.4007221758365631,1.499999761581421,0.24213162064552307,1.4684882164001465
91,2207,1.39732825756073,0.6113352179527283,,,,
92,2231,,,0.40432509779930115,1.4667341709136963,0.25698739290237427,1.4656884670257568
92,2231,1.3918269872665405,0.61607825756073,,,,
93,2255,,,0.3769238591194153,1.4737074375152588,0.23774707317352295,1.4681974649429321
93,2255,1.3987940549850464,0.6185508370399475,,,,
94,2279,,,0.3908873200416565,1.4785386323928833,0.24197492003440857,1.4590163230895996
94,2279,1.3937565088272095,0.619007408618927,,,,
95,2303,,,0.40411338210105896,1.4744879007339478,0.25124382972717285,1.4634841680526733
95,2303,1.3973623514175415,0.6172742247581482,,,,
96,2327,,,0.3873775601387024,1.4874728918075562,0.23859968781471252,1.464990496635437
96,2327,1.3905264139175415,0.6231820583343506,,,,
97,2351,,,0.3663623332977295,1.494558572769165,0.23113811016082764,1.4722899198532104
97,2351,1.3908162117004395,0.5998378396034241,,,,
98,2375,,,0.40347468852996826,1.471411943435669,0.24756991863250732,1.4674257040023804
98,2375,1.3974723815917969,0.6164047122001648,,,,
99,2399,,,0.40655285120010376,1.4811440706253052,0.23864325881004333,1.470746636390686
99,2399,1.4092940092086792,0.608268141746521,,,,
100,2423,,,0.3966023921966553,1.4939031600952148,0.23492614924907684,1.475165605545044
100,2423,1.3904380798339844,0.6081213355064392,,,,
101,2447,,,0.41219478845596313,1.4938637018203735,0.2503265142440796,1.4730809926986694
101,2447,1.3955931663513184,0.6106390357017517,,,,
102,2471,,,0.38508886098861694,1.4804093837738037,0.25970956683158875,1.4729247093200684
102,2471,1.3912643194198608,0.6144694685935974,,,,
103,2495,,,0.37943267822265625,1.4981610774993896,0.25746628642082214,1.4711300134658813
103,2495,1.384537696838379,0.6201152205467224,,,,
104,2519,,,0.40837857127189636,1.4914973974227905,0.2269642949104309,1.4762463569641113
104,2519,1.4090145826339722,0.6130868792533875,,,,
105,2543,,,0.40483739972114563,1.48330819606781,0.23781952261924744,1.47517991065979
105,2543,1.3912054300308228,0.6002708673477173,,,,
106,2567,,,0.4082253873348236,1.4980878829956055,0.22852711379528046,1.4846512079238892
106,2567,1.4059500694274902,0.6104021668434143,,,,
107,2591,,,0.4095723628997803,1.502005696296692,0.23480786383152008,1.4752956628799438
107,2591,1.4042173624038696,0.6116858124732971,,,,
108,2615,,,0.3982141315937042,1.488384485244751,0.24183739721775055,1.47124183177948
108,2615,1.4086484909057617,0.6136236786842346,,,,
109,2639,,,0.4047098457813263,1.480798602104187,0.2551543116569519,1.4691115617752075
109,2639,1.4011038541793823,0.6068688631057739,,,,
110,2663,,,0.4049478769302368,1.4891636371612549,0.2513144612312317,1.473628282546997
110,2663,1.4027239084243774,0.617017388343811,,,,
111,2687,,,0.4264473617076874,1.5000548362731934,0.23714670538902283,1.4705171585083008
111,2687,1.4167858362197876,0.6069591641426086,,,,
112,2711,,,0.3938959538936615,1.4793376922607422,0.24782606959342957,1.4786338806152344
112,2711,1.3907815217971802,0.6126753091812134,,,,
113,2735,,,0.40470054745674133,1.4880549907684326,0.23567983508110046,1.495608925819397
113,2735,1.4117447137832642,0.6130757927894592,,,,
114,2759,,,0.4105323553085327,1.5080195665359497,0.24666163325309753,1.48162841796875
114,2759,1.404318928718567,0.6142425537109375,,,,
115,2783,,,0.4003750681877136,1.5142627954483032,0.23772074282169342,1.478658676147461
115,2783,1.40510892868042,0.6110952496528625,,,,
116,2807,,,0.4222269356250763,1.4744460582733154,0.25284522771835327,1.4806139469146729
116,2807,1.401823878288269,0.6126930713653564,,,,
117,2831,,,0.40939316153526306,1.4981553554534912,0.24988004565238953,1.488642930984497
117,2831,1.4233304262161255,0.6027657389640808,,,,
118,2855,,,0.3852502405643463,1.483030915260315,0.2504482865333557,1.4820833206176758
118,2855,1.4102269411087036,0.6021144390106201,,,,
119,2879,,,0.41063007712364197,1.503449559211731,0.2627672851085663,1.4840421676635742
119,2879,1.4343571662902832,0.6099216341972351,,,,
120,2903,,,0.403414249420166,1.5107402801513672,0.257438063621521,1.4818170070648193
120,2903,1.4180454015731812,0.6094360947608948,,,,
121,2927,,,0.41458845138549805,1.480251669883728,0.25276777148246765,1.4877676963806152
121,2927,1.3957558870315552,0.6118968725204468,,,,
122,2951,,,0.38662946224212646,1.4863109588623047,0.25390905141830444,1.4895200729370117
122,2951,1.3962239027023315,0.6072366833686829,,,,
123,2975,,,0.4204370975494385,1.529869556427002,0.2260001003742218,1.4848870038986206
123,2975,1.412365436553955,0.6098666787147522,,,,
124,2999,,,0.39830753207206726,1.4930917024612427,0.2486308068037033,1.4858503341674805
124,2999,1.424322485923767,0.610027551651001,,,,
125,3023,,,0.425152063369751,1.5157054662704468,0.2569991946220398,1.4918766021728516
125,3023,1.4090393781661987,0.6093520522117615,,,,
126,3047,,,0.40888553857803345,1.518109917640686,0.25255775451660156,1.490572452545166
126,3047,1.4156242609024048,0.6206972002983093,,,,
127,3071,,,0.4269088804721832,1.5044066905975342,0.28120359778404236,1.4870288372039795
127,3071,1.3976408243179321,0.6108320355415344,,,,
128,3095,,,0.40899860858917236,1.5186628103256226,0.25090649724006653,1.4820749759674072
128,3095,1.4062515497207642,0.6115337014198303,,,,
129,3119,,,0.4094545245170593,1.5131254196166992,0.2540241777896881,1.4951667785644531
129,3119,1.4181712865829468,0.6041178703308105,,,,
130,3143,,,0.4296428859233856,1.5244085788726807,0.27054598927497864,1.4940873384475708
130,3143,1.4058704376220703,0.6037532091140747,,,,
131,3167,,,0.41364285349845886,1.5168544054031372,0.26134854555130005,1.491751790046692
131,3167,1.4334936141967773,0.6034604907035828,,,,
132,3191,,,0.4453021287918091,1.5122156143188477,0.2705095708370209,1.4954681396484375
132,3191,1.419179916381836,0.6095617413520813,,,,
133,3215,,,0.409928560256958,1.5086348056793213,0.2486794888973236,1.5078206062316895
133,3215,1.4294849634170532,0.6111689805984497,,,,
134,3239,,,0.43418189883232117,1.5080703496932983,0.26161324977874756,1.4936466217041016
134,3239,1.4095377922058105,0.6093370318412781,,,,
135,3263,,,0.4145458936691284,1.5011042356491089,0.2641070485115051,1.4924147129058838
135,3263,1.4173203706741333,0.6130746006965637,,,,
136,3287,,,0.39221978187561035,1.5153563022613525,0.26400288939476013,1.5039135217666626
136,3287,1.4260369539260864,0.609268307685852,,,,
137,3311,,,0.41827014088630676,1.5188995599746704,0.28166407346725464,1.4916527271270752
137,3311,1.4188917875289917,0.6064321398735046,,,,
138,3335,,,0.4347192049026489,1.5050172805786133,0.2521049976348877,1.5000535249710083
138,3335,1.4342222213745117,0.6047338843345642,,,,
139,3359,,,0.41864797472953796,1.5269290208816528,0.2525327205657959,1.4909803867340088
139,3359,1.4094105958938599,0.6053534150123596,,,,
140,3383,,,0.41525477170944214,1.5115602016448975,0.26630932092666626,1.506113052368164
140,3383,1.4138083457946777,0.6163957118988037,,,,
141,3407,,,0.40905481576919556,1.5114604234695435,0.2459450662136078,1.4969068765640259
141,3407,1.4228860139846802,0.6074579358100891,,,,
142,3431,,,0.43546271324157715,1.5275321006774902,0.2897529602050781,1.4910285472869873
142,3431,1.427905559539795,0.6091658473014832,,,,
143,3455,,,0.42924049496650696,1.5411367416381836,0.2578625977039337,1.5048364400863647
143,3455,1.4152752161026,0.6141977906227112,,,,
144,3479,,,0.4286101162433624,1.531784176826477,0.2758667767047882,1.492253065109253
144,3479,1.420755386352539,0.6036767363548279,,,,
145,3503,,,0.41005879640579224,1.5150229930877686,0.26725149154663086,1.5011380910873413
145,3503,1.4321480989456177,0.6077399849891663,,,,
146,3527,,,0.4206964671611786,1.5182045698165894,0.2575129568576813,1.4965403079986572
146,3527,1.4123830795288086,0.6091261506080627,,,,
147,3551,,,0.4172810912132263,1.5242795944213867,0.26480627059936523,1.4929425716400146
147,3551,1.4191880226135254,0.6030951142311096,,,,
148,3575,,,0.4388532042503357,1.5317717790603638,0.2765572965145111,1.5057696104049683
148,3575,1.4118947982788086,0.5992435812950134,,,,
149,3599,,,0.4305228590965271,1.5288302898406982,0.27301353216171265,1.4951956272125244
149,3599,1.4293292760849,0.6124176383018494,,,,
150,3623,,,0.41366705298423767,1.536063551902771,0.2584577202796936,1.508670449256897
150,3623,1.4216631650924683,0.6172873973846436,,,,
151,3647,,,0.4513009786605835,1.5189590454101562,0.2743256688117981,1.5143922567367554
151,3647,1.4200552701950073,0.6168504953384399,,,,
152,3671,,,0.4188593924045563,1.5264208316802979,0.268890380859375,1.5098302364349365
152,3671,1.4217581748962402,0.6119774580001831,,,,
153,3695,,,0.42765939235687256,1.5252079963684082,0.24819938838481903,1.514837384223938
153,3695,1.4218493700027466,0.6104490756988525,,,,
154,3719,,,0.4323602616786957,1.5289733409881592,0.28650352358818054,1.5070643424987793
154,3719,1.409551739692688,0.5989997386932373,,,,
155,3743,,,0.41935768723487854,1.550284504890442,0.2823050022125244,1.515465497970581
155,3743,1.4269577264785767,0.6070128679275513,,,,
156,3767,,,0.42221543192863464,1.531212568283081,0.28634366393089294,1.5050129890441895
156,3767,1.4343446493148804,0.6082450151443481,,,,
157,3791,,,0.42069125175476074,1.5289915800094604,0.25780776143074036,1.5178604125976562
157,3791,1.4178919792175293,0.6075910329818726,,,,
158,3815,,,0.44168874621391296,1.5373706817626953,0.27457818388938904,1.5146236419677734
158,3815,1.432481288909912,0.6093921661376953,,,,
159,3839,,,0.444820761680603,1.54010009765625,0.2802720069885254,1.5116525888442993
159,3839,1.4141238927841187,0.6176666617393494,,,,
160,3863,,,0.4433254897594452,1.5363966226577759,0.27557387948036194,1.5127654075622559
160,3863,1.4267578125,0.6105546355247498,,,,
161,3887,,,0.41955500841140747,1.5468134880065918,0.2889553904533386,1.5111594200134277
161,3887,1.4209579229354858,0.5976811051368713,,,,
162,3911,,,0.43584001064300537,1.5323978662490845,0.28403347730636597,1.5138413906097412
162,3911,1.4124754667282104,0.5998632311820984,,,,
163,3935,,,0.42851483821868896,1.5486081838607788,0.28016865253448486,1.5200464725494385
163,3935,1.4209271669387817,0.6222426295280457,,,,
164,3959,,,0.4414713382720947,1.5433388948440552,0.2841086983680725,1.514359474182129
164,3959,1.4447335004806519,0.6107267737388611,,,,
165,3983,,,0.41317999362945557,1.5307483673095703,0.27785202860832214,1.521315574645996
165,3983,1.4086648225784302,0.6062027812004089,,,,
166,4007,,,0.43718352913856506,1.5355548858642578,0.2841649651527405,1.5157986879348755
166,4007,1.4129222631454468,0.6073354482650757,,,,
167,4031,,,0.44935041666030884,1.5420191287994385,0.2653856575489044,1.528620719909668
167,4031,1.4253627061843872,0.6159684062004089,,,,
168,4055,,,0.4398373067378998,1.5126302242279053,0.28110963106155396,1.5292532444000244
168,4055,1.4091178178787231,0.611571729183197,,,,
169,4079,,,0.44102421402931213,1.5231471061706543,0.25447702407836914,1.5112371444702148
169,4079,1.417581558227539,0.6007073521614075,,,,
170,4103,,,0.4342086911201477,1.5367169380187988,0.29327672719955444,1.5145277976989746
170,4103,1.40379798412323,0.60719233751297,,,,
171,4127,,,0.44035324454307556,1.554686188697815,0.3167983591556549,1.5114668607711792
171,4127,1.4437518119812012,0.6051418781280518,,,,
172,4151,,,0.46566450595855713,1.5611141920089722,0.2889469265937805,1.5247567892074585
172,4151,1.408990502357483,0.6035453081130981,,,,
173,4175,,,0.44905638694763184,1.5345721244812012,0.26863816380500793,1.522642731666565
173,4175,1.4277292490005493,0.61307692527771,,,,
174,4199,,,0.47130030393600464,1.5502418279647827,0.2745630145072937,1.5073015689849854
174,4199,1.418099284172058,0.6091650724411011,,,,
175,4223,,,0.4437486231327057,1.5519821643829346,0.29445233941078186,1.5162924528121948
175,4223,1.4266902208328247,0.6142773032188416,,,,
176,4247,,,0.44719547033309937,1.550039529800415,0.2800820767879486,1.5150805711746216
176,4247,1.4399218559265137,0.6113362908363342,,,,
177,4271,,,0.4328024685382843,1.5433542728424072,0.2802432179450989,1.5284700393676758
177,4271,1.423326015472412,0.6141271591186523,,,,
178,4295,,,0.44664955139160156,1.5467952489852905,0.2887917160987854,1.5272327661514282
178,4295,1.450587272644043,0.608876645565033,,,,
179,4319,,,0.46278250217437744,1.5623806715011597,0.3069157004356384,1.5258150100708008
179,4319,1.4198627471923828,0.6066913604736328,,,,
180,4343,,,0.4379727244377136,1.5534822940826416,0.2985714375972748,1.5174351930618286
180,4343,1.4155381917953491,0.6112774610519409,,,,
181,4367,,,0.442639023065567,1.559173583984375,0.2730218768119812,1.5178606510162354
181,4367,1.409838080406189,0.6174687147140503,,,,
182,4391,,,0.45386549830436707,1.5515837669372559,0.2949298024177551,1.5425615310668945
182,4391,1.4283366203308105,0.6102853417396545,,,,
183,4415,,,0.43980884552001953,1.5513206720352173,0.3043671250343323,1.5172247886657715
183,4415,1.413308024406433,0.605684220790863,,,,
184,4439,,,0.4502810835838318,1.5213932991027832,0.29694443941116333,1.5286955833435059
184,4439,1.4165290594100952,0.6156326532363892,,,,
185,4463,,,0.43926870822906494,1.5543888807296753,0.29578912258148193,1.5268893241882324
185,4463,1.4241338968276978,0.609192967414856,,,,
186,4487,,,0.4486740529537201,1.5526446104049683,0.2944684624671936,1.5416706800460815
186,4487,1.4136348962783813,0.6059067249298096,,,,
187,4511,,,0.45931878685951233,1.5752413272857666,0.29228222370147705,1.5288805961608887
187,4511,1.4481950998306274,0.6098291277885437,,,,
188,4535,,,0.45439642667770386,1.5469454526901245,0.2975892424583435,1.5389338731765747
188,4535,1.428199291229248,0.6155934929847717,,,,
189,4559,,,0.4636676609516144,1.5387505292892456,0.2995443344116211,1.5292243957519531
189,4559,1.4361172914505005,0.6088103652000427,,,,
190,4583,,,0.46493038535118103,1.5628361701965332,0.3093433976173401,1.5332961082458496
190,4583,1.4435824155807495,0.6120507717132568,,,,
191,4607,,,0.48102468252182007,1.5638843774795532,0.30376970767974854,1.546334147453308
191,4607,1.4139350652694702,0.6144563555717468,,,,
192,4631,,,0.4334593415260315,1.5572096109390259,0.31994199752807617,1.5370326042175293
192,4631,1.4232081174850464,0.6128076910972595,,,,
193,4655,,,0.44725900888442993,1.5489282608032227,0.30884766578674316,1.5318958759307861
193,4655,1.4404511451721191,0.6102919578552246,,,,
194,4679,,,0.48003554344177246,1.5455713272094727,0.28120991587638855,1.5248810052871704
194,4679,1.4462065696716309,0.6169373393058777,,,,
195,4703,,,0.47236043214797974,1.5556560754776,0.29481300711631775,1.5356611013412476
195,4703,1.410159707069397,0.6136167645454407,,,,
196,4727,,,0.47625982761383057,1.5518425703048706,0.29909446835517883,1.5476675033569336
196,4727,1.4112305641174316,0.6069599986076355,,,,
197,4751,,,0.47863680124282837,1.5812411308288574,0.300119012594223,1.537165880203247
197,4751,1.403924584388733,0.6176759600639343,,,,
198,4775,,,0.4741190969944,1.5717904567718506,0.3044760823249817,1.5433220863342285
198,4775,1.4261713027954102,0.616021454334259,,,,
199,4799,,,0.48129498958587646,1.5616809129714966,0.3161253035068512,1.536414384841919
199,4799,1.4318641424179077,0.61126708984375,,,,
200,4823,,,0.4505223333835602,1.5673890113830566,0.31639355421066284,1.54390287399292
